;name;lat;lon;zone
0;Schirmeck1 - Entree Ville;48.56208031943645;7.698018165358953;3
1;Schirmeck2 - Sortie Ville;48.56222541647475;7.697829959308189;3
2;Schirmeck3 - Entree Ville;48.56349467887184;7.7036326511467585;3
3;Schirmeck4 - Sortie Ville;48.56363155708494;7.703528853642415;3
4;Schirmeck5 - Entree Ville;48.56628617802461;7.708155213918222;3
5;Schirmeck6 - Sortie Ville;48.56634333976427;7.707909233452802;3
6;Schirmeck7 - Entree Ville;48.5676049589;7.7092024856;2
7;Schirmeck8 - Sortie Ville;48.56766298055;7.7089661055;2
8;Schirmeck9 - Entree Ville;48.56883925855;7.710224913599999;2
9;Schirmeck10 - Sortie Ville;48.56889045370592;7.710034574959288;2
10;Schirmeck11 - Entree Ville;48.5710650666233;7.71225191006707;2
11;Schirmeck12 - Sortie Ville;48.57118877605229;7.712114409258515;2
12;Schirmeck13 - Entree Ville;48.5724026085;7.715352635549999;2
13;Schirmeck14 - Sortie Ville;48.5725436548;7.71523150105;2
14;Schirmeck15 - Entree Ville;48.5734622031;7.72031347885;2
15;Schirmeck16 - Sortie Ville;48.57363215715;7.7202852907;2
16;Schirmeck17 - Entree Ville;48.57423938565;7.7244175806;2
17;Schirmeck18 - Sortie Ville;48.57437876355001;7.7244160061;2
18;Tour Verte -> Sud;48.57314269235;7.72338259265;2
19;Tour Verte -> Nord;48.57322872955;7.72360517705;2
20;Montagne-Verte21;48.57361065822682;7.725357862272151;2
21;Montagne-Verte3 -> Nord;48.57147782411106;7.724970589822899;2
22;Montagne-Verte4 -> Sud;48.57138678909753;7.724749694065704;2
23;Montagne-Verte5 -> Nord;48.57041355794912;7.727009715792749;2
24;Montagne-Verte6 -> Sud;48.57024345205;7.726852303999999;2
25;Ostwald1 -> Sud;48.56428959578489;7.707257635136545;3
26;Ostwald2 -> Nord;48.56442222882608;7.707447657631775;3
27;Ostwald3 -> Sud;48.56304092055;7.709358294799999;2
28;Ostwald40 -> Nord;48.5631732919;7.70951295235;2
29;Tanneurs;48.5832823917;7.744031678349999;1
30;St.Jean;48.5839967187;7.73971046385;1
31;Fbg de Pierre -> Clémenceau;48.58878981619327;7.74577487699361;1
32;Division Leclerc;48.57976486735;7.7477805327;1
33;Rue des Serruriers;48.58098913069652;7.747756569601801;1
34;Quai Kléber;48.58641127345;7.74495657615;1
35;Rue du Fbg de Pierre->Nuée Bleue;48.58873365400397;7.745473739410071;1
36;Cyclistes Fbd Pierre -> Clémenceau;48.588791962;7.74597922705;1
37;Cycliste Fbg Pierre -> Nuée Bleue;48.58862723205;7.74534532965;1
38;Faubourg de Saverne vers Bld Wilson;48.586203759;7.73991828655;1
39;Faubourg de Saverne vers Pont de Savern;48.58606835675001;7.7396392054;1
40;Quai Pasteur vers Quai Fustel;48.574136726848856;7.743844057344955;1
41;Quai Pasteur vers Pont Pasteur;48.57432431525828;7.743845174515238;1
42;Quai St.Nicolas -> Quai des Pêcheurs;48.57882531849571;7.750006392060012;1
43;Quai St.Nicolas -> Finkwiller;48.57898738064737;7.749862753316022;1
44;Centre Administratif -> Bourse;48.5735997866465;7.7540159620524705;2
45;Centre Administratif -> Neudorf;48.57360048094644;7.753663000267671;2
46;Rue de la Porte de l'Hôpital;48.57636586776576;7.749913071530913;1
47;Rte de l'Hôpital->Av. Colmar;48.5697817822;7.7509706821;2
48;Rue de Vienne -> Pont d'Austerlitz;48.57429650125;7.7550806409;1
49;Av. Jean-Jaurès -> Place de l'Etoile;48.5706729558;7.7597845363500015;2
50;Av. Jean-Jaurès -> Neudorf;48.5704570232;7.75967303645;2
51;Sortie Tunnel -> Allemagne;48.57276210686935;7.759540429973954;2
52;Rte du Rhin (UGC)->Ville;48.57267926755;7.76455829465;2
53;Sortie Rte du Rhin -> Pl.Etoile;48.57323292366726;7.757542575606811;2
54;Pl.Etoile -> Rte du Rhin;48.57284069202648;7.757560217793689;2
55;Rte du Rhin (UGC)->Allemagne;48.5724752822;7.7644858081;2
56;Montee Contournement Sud (Hôpital);48.571857949517984;7.748407441262649;2
57;Pl. Etoile -> Contournemend Sud;48.57224541721638;7.75234656086407;2
58;Rte du Rhin->Contournement Sud;48.572903482787765;7.75940894383256;2
59;Descente Contournement Sud Rte Hopital;48.57149265455;7.74880882765;2
60;Descente contournement Sud Pl.Etoile;48.57194483720913;7.752167532626438;2
61;Sortie Tunnel -> Rte du Rhin;48.57164389815;7.748750789000001;2
62;Cyclistes Rue de Vienne -> Centre;48.5743222932;7.75549089085;1
63;Cyclistes Rue de Vienne -> Neudorf;48.5742987382;7.7552951371;1
64;Rte du Rhin (Danube)->Churchill;48.57222139975;7.76822220935;2
65;Rte de l'Hopital -> Quai Fustel;48.57309048895;7.7503027077;2
66;Rte de l'Hopital -> Hôtel de Police;48.57384742755;7.749855940250001;2
67;Rte de l'Hôpital -> Pont Adenauer;48.57266783249695;7.750188575235164;2
68;Rte du Rhin (av.233)->Allemagne;48.5719417814;7.767962675400001;2
69;Rhin 687-233;48.57096125102058;7.774280237880363;3
70;Rhin 233-687;48.57066216542858;7.774118205584358;3
71;Pont du Danube -> Quai des Alpes;48.57283264286029;7.77091652370843;2
72;Pont du Danube->Rte du Rhin;48.57290027002821;7.770598900006274;2
73;Rue E.Michelet -> Quai des Alpes;48.57344206796814;7.766865695063922;2
74;Rue E.Michelet -> Rte du Rhin;48.57350883345845;7.766514580667632;2
75;Alpes (ap.Churchill)->Etoile;48.5748229153;7.7647700494;2
76;Alpes(av.Churchill)->Robertsau;48.57462514555;7.764628173149999;2
77;Alpes(av.Churchill)->Etoile;48.57441273230001;7.7692393751;2
78;Alpes (ap.Churchill) -> Robertsau;48.5742609119;7.76917186705;2
79;Rue du Landsberg vers Rte du Rhin;48.5711033428653;7.764553360670085;2
80;Rue du Landsberg vers Av.Jean Jaurès;48.57118889465875;7.764338962653536;2
81;Cyclistes Quai Pasteur->Pont Pasteur;48.57402372542483;7.743916472520557;1
82;Cyclistes Quai Pasteur->Porte Hôpital;48.573908622280086;7.74395745761637;2
83;Cyclistes Schluthfeld->Pl.Etoile;48.57119477444815;7.753795189212226;2
84;Cyclistes Schluthfeld->Av.Colmar;48.5712362188314;7.753627874547131;2
85;Cyclistes Corbeau->Austerlitz;48.57898201570533;7.751366773015807;1
86;Cycliste Corbeau->Pt Corbeau;48.57899867620306;7.751547690662973;1
87;Cyclistes E.Michelet->Av.Rhin;48.57357460220952;7.766149204966607;2
88;Cyclistes E.Michelet->Quai des Alpes;48.57350961880679;7.766314883079921;2
89;Cyclistes A.Kastler->Av.Rhin;48.5728268123934;7.771089523479872;2
90;Cylistes A.Kastler->Quai des Belges;48.57280964373917;7.771269905100064;2
91;Orphelins->Zurich;48.57903603926636;7.755047612818899;1
92;Orphelins->Sengenwald;48.57912215489985;7.754833230354883;1
93;Place de la Gare -> Bld de Nancy;48.58310480935942;7.733212273435734;1
94;Bld Wilson vers Fbg de Saverne;48.58652614905;7.737647690499999;1
95;Pont Matthis -> Rue de Molsheim;48.57793276108026;7.7365434947505;1
96;Pont Matthis -> Rue Humann;48.57775902188162;7.736445318679236;1
97;Plaine des Bouchers -> Rue Humann;48.57187175453707;7.736917723831441;2
98;Rue de Molsheim;48.5772973123;7.733093927;1
99;Sortie Autoroute Rue de Saales;48.57420468633995;7.731067917915127;1
100;Rte Romains (Constantin)->Ville;48.5788610682908;7.699822151142823;3
101;Rue de Fouday;48.574554803;7.731456377300001;1
102;Rue d'Obernai;48.57827517249999;7.7327659568;1
103;Rue de Wasselonne;48.579249025950006;7.7329484523;1
